centroid,danceability,energy,loudness,speechiness,    acousticness,instrumental,liveness,valence,tempo
2,0.68577,0.45987,0.49256,0.022203,1.9464e-05,0.90192,0.22849,0.016197,0.43165
2,0.87973,0.69393,0.64747,0.03455,0.0094524,0.90293,0.10263,0.074487,0.41297
2,0.63918,0.62191,0.64136,0.02621,0.0031163,0.93023,0.10263,0.0094914,0.44989
2,0.60776,0.96099,0.64451,0.02112,0.043926,0.91911,0.10775,0.09316,0.47449
2,0.62943,0.89998,0.71878,0.042131,0.00036835,0.85035,0.09649,0.13546,0.41911
2,0.75187,0.52088,0.68125,0.017113,9.3856e-05,0.81092,0.38299,0.059218,0.43136
2,0.86456,0.39685,0.67772,0.28301,0.0031265,0.92214,0.1057,0.02084,0.43143
2,0.81471,0.83796,0.77217,0.028268,0.0017094,0.91405,0.10468,0.22315,0.42516
2,0.63268,0.80195,0.5373,0.035958,0.30263,0.9181,0.10263,0.046838,0.44375
2,0.66844,0.987,0.76625,0.019929,7.5435e-05,0.88372,0.18653,0.27886,0.45613
2,0.54491,0.90198,0.5805,0.021878,0.00091592,0.83721,0.067431,0.34901,0.44383
2,0.52216,0.92898,0.65777,0.040723,0.009088,0.96764,0.062417,0.049108,0.41907
2,0.76379,0.70993,0.69615,0.069642,0.37955,0.50859,0.10877,0.098318,0.4439
2,0.79196,0.74494,0.57198,0.052421,0.0012439,0.92417,0.10161,0.074487,0.43137
2,0.78654,0.69893,0.63906,0.051338,0.022873,0.93023,0.066714,0.028474,0.46845
2,0.79521,0.65592,0.59036,0.075707,0.0010515,0.89889,0.092397,0.016816,0.43763
2,0.76921,0.84996,0.68539,0.0365,0.0031062,0.8817,0.083598,0.092128,0.41916
2,0.69552,0.70193,0.6675,0.043648,0.00053434,0.90799,0.080937,0.021252,0.43153
2,0.64351,0.80495,0.72417,0.050255,0.0025495,0.89383,0.2377,0.16744,0.44987
2,0.65435,0.95499,0.65758,0.028918,0.021355,0.91405,0.13128,0.30878,0.49305
2,0.75837,0.73394,0.59301,0.14112,0.028946,0.79272,0.10365,0.089033,0.44376
2,0.51132,0.83696,0.70848,0.034442,4.4362e-05,0.80081,0.060677,0.15403,0.42523
2,0.65435,0.5829,0.49371,0.025236,0.025809,0.90495,0.10365,0.011348,0.45013
2,0.60667,0.63291,0.59858,0.029568,0.0069524,0.93023,0.10365,0.04168,0.41903
2,0.61751,0.76894,0.51061,0.018954,0.023886,0.82811,0.086872,0.014856,0.44382
2,0.77462,0.6079,0.61118,0.027618,0.17814,0.97573,0.10263,0.0058805,0.43143
2,0.85155,0.78395,0.60937,0.042998,0.00038859,0.86754,0.10365,0.019499,0.44379
2,0.57959,0.82796,0.65435,0.020795,0.0048167,0.80586,0.092397,0.30568,0.44381
2,0.72586,0.80495,0.64961,0.085888,0.10324,0.91911,0.1937,0.14474,0.44363
2,0.71286,0.89898,0.69514,0.055562,0.051416,0.85945,0.10365,0.062004,0.4622
2,0.78979,0.76994,0.67665,0.038666,0.0038856,0.89788,0.1497,0.075931,0.44379
2,0.60993,0.83996,0.70862,0.023719,0.0055354,0.92417,0.1763,0.153,0.44386
2,0.52974,0.65392,0.66533,0.031517,0.030768,0.92821,0.077254,0.044259,0.40069
2,0.80388,0.45987,0.67876,0.044298,0.0039767,0.8999,0.077151,0.026514,0.38826
2,0.71395,0.75894,0.63186,0.029243,0.0081568,0.92315,0.08943,0.041886,0.45602
2,0.74103,0.56589,0.626,0.097801,0.00032584,0.96057,0.093421,0.091097,0.4377
2,0.79521,0.87297,0.67988,0.048847,0.0064665,0.89282,0.072035,0.021665,0.43145
2,0.73995,0.53489,0.71623,0.034875,0.00038961,0.92821,0.083598,0.18292,0.43161
2,0.80388,0.46987,0.64024,0.066392,0.00096754,0.88574,0.093421,0.01465,0.42536
2,0.75729,0.95599,0.71015,0.025669,0.015485,0.91709,0.11082,0.13752,0.43149
2,0.75837,0.5699,0.67037,0.038124,0.022671,0.89687,0.10365,0.22728,0.42611
2,0.77246,0.77395,0.61739,0.069966,0.092408,0.93023,0.14151,0.11895,0.43753
2,0.79088,0.77695,0.63671,0.033792,0.16903,0.94641,0.10263,0.020221,0.4253
2,0.73453,0.92198,0.69621,0.054912,0.00020641,0.88473,0.13026,0.28711,0.4315
2,0.7367,0.88797,0.7102,0.018304,0.00026005,0.93731,0.50987,0.2737,0.43183
2,0.77137,0.72193,0.71431,0.038449,0.052124,0.88777,0.13333,0.18395,0.4315
2,0.8483,0.40686,0.69223,0.044189,9.1225e-05,0.85642,0.087281,0.25307,0.41299
2,0.64243,0.88397,0.66196,0.043539,0.029149,0.85945,0.19779,0.056536,0.44997
2,0.70528,0.89097,0.66637,0.021878,4.5779e-05,0.87765,0.11184,0.049623,0.45612
2,0.79846,0.83596,0.70826,0.029351,0.0031265,0.88675,0.080426,0.26854,0.41294
2,0.50265,0.981,0.7042,0.15845,0.18421,0.7088,0.10058,0.1922,0.48071
2,0.70419,0.985,0.71894,0.018737,0.00025398,0.87765,0.31546,0.061075,0.44381
2,0.67927,0.79495,0.6707,0.02177,0.0092196,0.85743,0.10161,0.15197,0.44378
2,0.60234,0.80195,0.62419,0.039749,0.041193,0.88069,0.085542,0.013205,0.41294
2,0.77137,0.82196,0.65295,0.062926,0.019837,0.88069,0.10161,0.18807,0.46834
2,0.7302,0.92098,0.67914,0.051121,0.0011325,0.77958,0.095467,0.011142,0.46833
2,0.78004,0.91798,0.65473,0.051013,0.13057,0.91102,0.10161,0.047973,0.45002
2,0.68036,0.62991,0.63906,0.024694,0.010626,0.92113,0.046761,0.27473,0.4253
2,0.76162,0.77695,0.71987,0.038124,0.066902,0.8999,0.081961,0.09316,0.41907
2,0.64568,0.81295,0.56179,0.018412,0.00078536,0.90495,0.10365,0.041061,0.44368
2,0.5655,0.97399,0.69837,0.028485,0.00039365,0.83215,0.10263,0.17673,0.47457
2,0.79954,0.77395,0.6049,0.048955,0.011234,0.9363,0.094444,0.095223,0.41913
2,0.75512,0.93098,0.51168,0.054803,0.0051912,0.8817,0.084621,0.048695,0.41287
2,0.75295,0.76294,0.67246,0.030651,0.17814,0.95046,0.10979,0.03549,0.42509
2,0.585,0.50388,0.53626,0.02177,0.0056467,0.82305,0.14561,0.083875,0.50129
2,0.77896,0.70993,0.67399,0.023178,1.2986e-05,0.8726,0.076537,0.01888,0.43147
2,0.70636,0.85797,0.68226,0.030651,0.022064,0.88372,0.097514,0.019602,0.44377
2,0.76379,0.76694,0.60967,0.070291,0.0092499,0.94641,0.10365,0.021871,0.44377
2,0.72153,0.93798,0.73757,0.042565,0.00015782,0.88675,0.097514,0.036005,0.44372
2,0.74862,0.54189,0.51924,0.19636,0.13461,0.84833,0.10161,0.10864,0.41297
2,0.73778,0.86597,0.67585,0.017221,0.016193,0.78969,0.064463,0.021252,0.44379
2,0.90898,0.73494,0.66909,0.19636,0.29858,0.92518,0.11082,0.019911,0.46231
2,0.7562,0.84596,0.66983,0.031734,0.0058491,0.88069,0.080528,0.080264,0.44998
2,0.6771,0.81596,0.62709,0.066934,0.017307,0.90698,0.6828,0.14887,0.43145
2,0.74428,0.92298,0.71552,0.02621,0.0014969,0.87361,0.13026,0.2768,0.43149
2,0.77896,0.5869,0.61189,0.034225,0.0021548,0.93225,0.11593,0.092128,0.4314
2,0.69986,0.92598,0.68377,0.028052,0.001173,0.83519,0.089532,0.30465,0.43154
2,0.68361,0.64991,0.62244,0.043215,0.022064,0.90597,0.10468,0.092128,0.43152
2,0.68036,0.91798,0.65249,0.021986,0.0010819,0.76946,0.10263,0.29124,0.44381
2,0.25886,0.63991,0.61096,0.010722,0.45243,0.89585,0.097514,0.031569,0.43125
2,0.76054,0.70393,0.67859,0.038666,0.001254,0.9363,0.09956,0.013721,0.4315
2,0.78871,0.86797,0.64972,0.17362,0.00095034,0.90495,0.15277,0.17569,0.45004
2,0.5655,0.97399,0.69837,0.028485,0.00039365,0.83215,0.10263,0.17673,0.47457
2,0.77246,0.86397,0.64693,0.020145,0.0073269,0.90495,0.086463,0.0090787,0.41917
2,0.60342,0.94299,0.77157,0.057511,0.004088,0.70071,0.12821,0.015269,0.43139
2,0.74645,0.66492,0.64194,0.012997,0.0062439,0.909,0.27965,0.13443,0.41291
2,0.72261,0.983,0.66005,0.0089895,3.6771e-05,0.7725,0.097514,0.20149,0.43754
2,0.71611,0.94999,0.68906,0.070075,0.0020637,0.80789,0.095467,0.26339,0.45003
2,0.76162,0.5769,0.6715,0.038882,0.0088147,0.90192,0.20598,0.021871,0.39437
2,0.73778,0.74894,0.56365,0.031301,0.005009,0.95753,0.14458,0.015785,0.45599
2,0.6511,0.93198,0.71352,0.020903,0.00055762,0.90293,0.4096,0.015785,0.41918
2,0.71178,0.91498,0.63287,0.076898,0.0004139,0.93327,0.10365,0.076447,0.4438
2,0.59259,0.93298,0.6627,0.020795,0.0033795,0.89484,0.10263,0.10245,0.49322
2,0.61101,0.80695,0.70525,0.027943,0.0049888,0.93327,0.10468,0.10141,0.4376
2,0.76379,0.71593,0.61723,0.02177,0.0050495,0.93428,0.10058,0.021356,0.45002
2,0.68361,0.71893,0.68108,0.02686,0.00012847,0.90192,0.1323,0.10967,0.41913
2,0.80063,0.78095,0.53417,0.029351,0.011234,0.91911,0.090965,0.1499,0.41302
2,0.64243,0.96999,0.63298,0.034875,0.0013653,0.90698,0.10263,0.020943,0.44372
2,0.77462,0.88997,0.65714,0.04094,0.0048572,0.95147,0.087998,0.070257,0.4808
2,0.76704,0.69893,0.65191,0.052854,0.0068512,0.91405,0.10263,0.017229,0.43155
2,0.69011,0.87997,0.61956,0.041048,0.0049382,0.7361,0.31239,0.11483,0.47456
2,0.74862,0.63491,0.57611,0.02751,0.0005556,0.93529,0.10263,0.021768,0.43755
2,0.67927,0.90398,0.72563,0.02556,0.00016896,0.87462,0.092397,0.063345,0.44991
2,0.76812,0.81195,0.70229,0.061627,0.0050799,0.93731,0.098537,0.10657,0.43147
2,0.54383,0.76394,0.52311,0.023719,8.667e-05,0.909,0.36662,0.015166,0.45607
2,0.74428,0.84796,0.68089,0.033359,0.18826,0.88574,0.26021,0.13752,0.41296
2,0.73345,0.78595,0.73472,0.055778,0.0078026,0.91709,0.093421,0.053544,0.43143
2,0.58934,0.95499,0.47739,0.028052,0.46356,0.94439,0.060882,0.050552,0.41912
2,0.68686,0.5929,0.66991,0.03455,0.011234,0.93832,0.28272,0.31291,0.43151
2,0.54058,0.82496,0.63126,0.017654,0.00044426,0.95349,0.10263,0.046116,0.43757
2,0.69769,0.79395,0.6134,0.01213,0.0017601,0.88777,0.10058,0.073249,0.48075
2,0.79521,0.66392,0.57937,0.023069,0.12854,0.88473,0.09956,0.014237,0.44378
2,0.45606,0.985,0.63805,0.031084,0.00078637,0.91102,0.1497,0.1695,0.48693
2,0.53083,0.82496,0.66862,0.022095,0.00019426,0.8453,0.25714,0.062623,0.41902
2,0.74103,0.95999,0.63123,0.030434,0.0029443,0.93529,0.09956,0.026927,0.43145
2,0.92524,0.95199,0.70092,0.10322,0.00079851,0.92922,0.098537,0.13959,0.43146
2,0.78221,0.84196,0.6558,0.028593,0.00056066,0.91507,0.079505,0.061694,0.41925
2,0.71503,0.97199,0.64566,0.027727,0.0030151,0.89282,0.09956,0.030228,0.44997
2,0.70636,0.81596,0.57578,0.031409,0.0003228,0.93731,0.097514,0.27577,0.4278
2,0.77246,0.85597,0.60915,0.033467,4.8613e-05,0.92315,0.10365,0.23553,0.40065
2,0.57417,0.94199,0.60641,0.02047,0.00019122,0.72801,0.31444,0.015062,0.44384
2,0.72586,0.92198,0.63011,0.09022,0.0070232,0.74317,0.10365,0.16847,0.4498
2,0.79954,0.39785,0.56762,0.025669,0.072367,0.92619,0.091374,0.095223,0.40684
2,0.78004,0.68992,0.63367,0.051013,0.0029443,0.91709,0.19677,0.20252,0.43686
2,0.59476,0.64991,0.70308,0.0087729,0.0011224,0.9181,0.10365,0.1303,0.42531
2,0.76487,0.87297,0.65692,0.10755,0.0011123,0.90597,0.22644,0.14371,0.43151
2,0.88623,0.6029,0.61838,0.0088812,0.004756,0.93731,0.090146,0.039307,0.42523
2,0.75295,0.91998,0.69604,0.0326,0.006841,0.89585,0.11389,0.020221,0.45614
2,0.65868,0.97199,0.67514,0.034117,0.0013754,0.84631,0.119,0.059218,0.44379
2,0.60884,0.81796,0.62841,0.016571,0.0059099,0.78261,0.12412,0.016404,0.41294
2,0.62509,0.81095,0.70626,0.015813,0.017104,0.93023,0.087793,0.26235,0.42527
2,0.70961,0.71593,0.65728,0.042023,0.0033795,0.81901,0.10365,0.16228,0.46839
2,0.58934,0.6079,0.56647,0.018521,0.037954,0.93832,0.10263,0.014547,0.45624
2,0.78871,0.73494,0.64577,0.047114,0.2581,0.89788,0.12002,0.080367,0.41914
2,0.74103,0.91098,0.6438,0.029893,2.584e-05,0.89788,0.10161,0.03126,0.46223
2,0.61318,0.75794,0.63827,0.040074,0.49798,0.92214,0.10058,0.14371,0.44379
2,0.7627,0.91998,0.69774,0.028701,1.5111e-05,0.94944,0.078788,0.054163,0.41908
2,0.59909,0.96599,0.65958,0.036716,0.0019524,0.85945,0.074593,0.091097,0.43766
2,0.60234,0.88197,0.71426,0.013863,0.065384,0.87563,0.087486,0.24172,0.43155
2,0.70528,0.74794,0.66731,0.032817,0.002003,0.79879,0.093421,0.074074,0.43147
2,0.8884,0.77895,0.57907,0.036933,0.45546,0.91102,0.09956,0.17466,0.40068
2,0.54491,0.96499,0.74162,0.029893,0.0030354,0.87664,0.11389,0.089033,0.46833
2,0.47773,0.63891,0.54053,0.012672,0.00031268,0.84226,0.10161,0.098318,0.42532
2,0.79629,0.55989,0.62507,0.10105,0.00028839,0.87765,0.69099,0.033839,0.43141
2,0.48857,0.87097,0.63956,0.01343,0.0057277,0.86451,0.16709,0.021665,0.42533
2,0.59584,0.94499,0.70905,0.029135,0.00037037,0.95349,0.080323,0.033839,0.45
2,0.68252,0.92598,0.69519,0.042023,0.00032179,0.93529,0.092397,0.072836,0.44377
2,0.58175,0.84396,0.65429,0.01213,0.0009807,0.8089,0.10263,0.052099,0.47454
2,0.70853,0.72693,0.65218,0.056428,0.0014463,0.7634,0.10058,0.044465,0.43757
2,0.72803,0.55689,0.62797,0.035308,0.00051714,0.94237,0.10365,0.011142,0.4253
2,0.72478,0.96099,0.72724,0.021986,1.5921e-05,0.84429,0.12412,0.015062,0.46843
2,0.72586,0.84296,0.65755,0.020687,0.024797,0.93529,0.10775,0.2768,0.46845
2,0.55358,0.5799,0.54688,0.014297,0.053946,0.85945,0.10058,0.38925,0.40678
2,0.74212,0.84296,0.7322,0.060652,0.0015475,0.88878,0.059347,0.16125,0.43147
2,0.54491,0.96499,0.74162,0.029893,0.0030354,0.87664,0.11389,0.089033,0.46833
2,0.75404,0.74894,0.70231,0.044189,8.4039e-05,0.84429,0.087179,0.11586,0.42536
2,0.68469,0.93598,0.68541,0.028701,0.0034807,0.88574,0.10365,0.19736,0.44994
2,0.78979,0.83996,0.73001,0.035308,0.0059301,0.94944,0.08104,0.019602,0.44381
2,0.60342,0.74994,0.62033,0.017004,0.078238,0.88271,0.084621,0.075312,0.47457
2,0.42789,0.94699,0.70382,0.024802,2.7358e-05,0.91001,0.26942,0.16847,0.49313
2,0.66194,0.55289,0.64364,0.027835,0.0004392,0.8999,0.10365,0.092128,0.42529
2,0.79196,0.981,0.75787,0.035525,0.0012135,0.91608,0.081858,0.15919,0.44376
2,0.64243,0.96999,0.63298,0.034875,0.0013653,0.90698,0.10263,0.020943,0.44372
2,0.7237,0.89197,0.58384,0.038232,0.0093208,0.87664,0.13947,0.019086,0.43149
2,0.67819,0.86197,0.60271,0.016138,0.0016993,0.85137,0.095467,0.16847,0.44371
2,0.64135,0.97399,0.72741,0.11946,4.2541e-05,0.92113,0.55387,0.11895,0.46843
2,0.61534,0.80095,0.67035,0.081989,0.0006892,0.70981,0.098537,0.025689,0.45643
2,0.73237,0.85396,0.69626,0.025019,0.0018005,0.87361,0.1364,0.24275,0.41291
2,0.79629,0.81896,0.735,0.026319,0.0016285,0.91608,0.11184,0.056948,0.41297
2,0.80605,0.63591,0.60299,0.030976,0.0014767,0.90293,0.084928,0.11483,0.40682
2,0.79088,0.90598,0.7622,0.097801,0.0001892,0.82406,0.10161,0.22315,0.43159
2,0.57092,0.95299,0.65257,0.050688,0.0014564,0.75733,0.11491,0.021149,0.45606
2,0.72911,0.91598,0.67824,0.012997,0.0023066,0.89484,0.084621,0.1107,0.41297
2,0.91982,0.52088,0.65733,0.27326,0.58097,0.93731,0.10058,0.12205,0.45613
2,0.62293,0.90498,0.63613,0.021553,0.0016386,0.87462,0.67768,0.28711,0.42527
2,0.68252,0.71693,0.69527,0.053071,0.0011123,0.87765,0.5815,0.11586,0.43145
2,0.66085,0.67392,0.61142,0.020145,0.0058694,0.91102,0.10161,0.30775,0.40675
2,0.49399,0.97499,0.72423,0.045381,0.00019932,0.90394,0.14356,0.19323,0.49921
2,0.72045,0.70293,0.54505,0.042023,0.00051714,0.92214,0.097514,0.013928,0.43763
2,0.75404,0.81195,0.66774,0.02751,0.0030354,0.91709,0.06211,0.021665,0.45009
2,0.57959,0.992,0.72165,0.01538,0.00015175,0.81294,0.32672,0.21387,0.50541
2,0.72586,0.97499,0.70897,0.055562,0.051315,0.74722,0.10365,0.021768,0.46224
2,0.79196,0.83296,0.61178,0.049388,0.00084608,0.89687,0.098537,0.24997,0.44372
2,0.54383,0.90998,0.57817,0.023069,4.8613e-05,0.727,0.089225,0.032498,0.46228
2,0.64243,0.83696,0.68692,0.027727,0.079959,0.93529,0.097514,0.021665,0.43136
2,0.58609,0.86697,0.679,0.035958,0.00015681,0.84328,0.075719,0.014753,0.45599
2,0.76921,0.88797,0.61802,0.027618,0.011537,0.94439,0.060268,0.027649,0.40678
2,0.78654,0.97699,0.66742,0.039965,1.4605e-05,0.92922,0.10365,0.1076,0.45606
2,0.72911,0.89697,0.65317,0.039424,0.030869,0.83316,0.55387,0.26545,0.43155
2,0.71395,0.89397,0.71078,0.030868,0.0024078,0.91405,0.081551,0.10451,0.43155
2,0.68036,0.64591,0.61035,0.042565,0.0096042,0.88372,0.09649,0.081399,0.41912
2,0.59801,0.94799,0.7682,0.016029,0.0039868,0.91405,0.29704,0.19426,0.43737
2,0.77787,0.67792,0.73313,0.022203,0.00014264,0.89383,0.13537,0.07428,0.44384
2,0.64026,0.95299,0.67533,0.019495,0.00067402,0.83923,0.10468,0.014031,0.45002
2,0.73453,0.89697,0.64262,0.032925,0.066497,0.89889,0.08943,0.044052,0.44381
2,0.7367,0.88997,0.72727,0.029135,0.00048272,0.91709,0.119,0.017126,0.43134
2,0.69878,0.87097,0.59989,0.018521,2.8269e-05,0.84125,0.27965,0.11483,0.43768
2,0.79304,0.69993,0.74828,0.14112,0.069432,0.93124,0.10365,0.066337,0.43762
2,0.76487,0.47287,0.58567,0.052204,0.46761,0.94944,0.09649,0.10451,0.44386
2,0.78871,0.92398,0.67394,0.022311,0.0017601,0.86552,0.09956,0.057464,0.44379
2,0.71828,0.82796,0.70582,0.022528,0.00081066,0.88473,0.076435,0.24378,0.41288
2,0.59151,0.78095,0.59362,0.050579,0.092712,0.84631,0.65517,0.33354,0.49321
2,0.59042,0.73694,0.65733,0.03325,0.15081,0.93933,0.09956,0.10348,0.43143
2,0.37913,0.88497,0.67788,0.061194,0.016598,0.89788,0.58662,0.033633,0.43151
2,0.72478,0.96699,0.6913,0.037583,0.0014463,0.86451,0.12207,0.1303,0.42523
2,0.77137,0.63891,0.59337,0.077548,0.0030151,0.88271,0.09956,0.30362,0.4316
2,0.77679,0.78295,0.69078,0.084805,0.22874,0.91507,0.097514,0.021975,0.43753
2,0.58175,0.84396,0.65429,0.01213,0.0009807,0.8089,0.10263,0.052099,0.47454
2,0.7367,0.78795,0.71001,0.020253,0.012347,0.89484,0.074491,0.094192,0.43147
2,0.70636,0.78295,0.5966,0.023069,0.30263,0.90495,0.10263,0.077891,0.45591
2,0.74428,0.86997,0.74149,0.041698,0.0024888,0.86754,0.092397,0.11895,0.41914
2,0.76379,0.88597,0.68481,0.021553,0.00068212,0.88372,0.092397,0.2768,0.41294
2,0.78004,0.91798,0.71092,0.030001,0.0095232,0.8908,0.087486,0.051171,0.42531
2,0.78112,0.68992,0.63372,0.049388,0.0028734,0.92214,0.22132,0.20664,0.43694
2,0.82338,0.79395,0.67788,0.033467,0.0001558,0.92113,0.081142,0.25926,0.41916
2,0.71286,0.89898,0.69514,0.055562,0.051416,0.85945,0.10365,0.062004,0.4622
2,0.71828,0.94799,0.59682,0.074949,0.034918,0.92113,0.071012,0.062829,0.44381
2,0.80605,0.64891,0.74162,0.047547,0.00019527,0.91102,0.10058,0.020737,0.46837
2,0.77029,0.90998,0.65602,0.040832,0.00025398,0.91304,0.10877,0.044775,0.44371
2,0.62943,0.999,0.61181,0.032167,0.084614,0.90495,0.95089,0.0088724,0.48686
2,0.74645,0.73394,0.65429,0.033575,6.086e-05,0.88675,0.10263,0.012174,0.46841
2,0.71936,0.97299,0.70648,0.025452,0.00016187,0.92012,0.10672,0.063448,0.43147
2,0.7432,0.65992,0.67435,0.086971,0.043622,0.92315,0.10263,0.10657,0.41921
2,0.73887,0.77495,0.69467,0.048847,0.0019726,0.90091,0.10672,0.13546,0.46228
2,0.73237,0.91898,0.79006,0.025452,0.00017301,0.89788,0.069068,0.047766,0.42514
2,0.65218,0.989,0.677,0.009856,0.00017705,0.89687,0.27658,0.019808,0.43751
2,0.79846,0.5859,0.61509,0.0326,0.039979,0.94742,0.098537,0.15506,0.413
2,0.61751,0.95599,0.64723,0.028485,0.019736,0.90091,0.10263,0.21593,0.48083
2,0.66302,0.60891,0.63115,0.045922,0.0043005,0.85137,0.14867,0.35108,0.4562
2,0.53408,0.47587,0.43693,0.012239,0.10324,0.87159,0.10365,0.019292,0.41935
2,0.64785,0.93899,0.64706,0.013322,0.00038758,0.80991,0.060575,0.28711,0.50558
2,0.59584,0.96699,0.71826,0.044298,0.00023374,0.73509,0.11184,0.20355,0.48696
2,0.69336,0.71493,0.52094,0.028918,0.01842,0.88675,0.073365,0.14062,0.46834
2,0.51999,0.91098,0.73037,0.042023,0.0013653,0.9181,0.39527,0.040442,0.44385
2,0.75945,0.38885,0.64232,0.040507,0.002003,0.909,0.10468,0.024244,0.42535
2,0.76704,0.83096,0.68793,0.02881,0.0038856,0.91709,0.10365,0.012071,0.43163
2,0.42572,0.96199,0.77302,0.039749,5.2126e-06,0.7907,0.14049,0.032807,0.49304
2,0.61534,0.83796,0.63306,0.013863,6.1265e-05,0.92922,0.21314,0.35314,0.4438
2,0.8093,0.72793,0.68467,0.22019,0.016396,0.72599,0.10365,0.28711,0.4439
2,0.60559,0.90898,0.65364,0.053071,0.0013248,0.80586,0.10058,0.15403,0.4315
2,0.57417,0.61691,0.63723,0.021012,0.0010617,0.87563,0.067021,0.12411,0.44383
2,0.73887,0.87997,0.81701,0.059027,0.030262,0.83418,0.14356,0.09316,0.44379
2,0.78763,0.72893,0.62246,0.049496,0.0039665,0.89181,0.082063,0.0619,0.44373
2,0.46581,0.6069,0.55053,0.014513,3.8796e-05,0.82508,0.063031,0.19839,0.42786
2,0.7432,0.52388,0.60981,0.11296,0.045849,0.94338,0.71452,0.020118,0.4375
2,0.69878,0.83396,0.67878,0.041482,0.0031568,0.87664,0.10263,0.092128,0.45605
2,0.68144,0.85496,0.60753,0.03325,0.21761,0.94135,0.13333,0.031363,0.44373
2,0.77029,0.89497,0.65627,0.054587,5.6913e-05,0.92922,0.097514,0.021768,0.45612
2,0.78979,0.86797,0.77488,0.034983,0.00036835,0.88473,0.67461,0.070154,0.43148
2,0.76379,0.71593,0.61723,0.02177,0.0050495,0.93428,0.10058,0.021356,0.45002
2,0.72695,0.84796,0.61211,0.02177,0.0091791,0.9181,0.064463,0.021046,0.43148
2,0.68794,0.91998,0.76584,0.016788,0.00048475,0.8726,0.090863,0.020633,0.44366
2,0.68794,0.90798,0.61348,0.037583,0.016497,0.77654,0.089839,0.033529,0.4807
2,0.69986,0.94199,0.6916,0.037366,0.20648,0.89282,0.087588,0.22315,0.4437
2,0.61209,0.92898,0.69251,0.019387,0.00038151,0.91304,0.069068,0.021871,0.43763
2,0.58825,0.73994,0.69399,0.043431,0.012145,0.76441,0.10161,0.017848,0.46208
2,0.68469,0.84996,0.69166,0.017437,0.00012645,0.83721,0.10365,0.010936,0.44379
2,0.70744,0.92498,0.624,0.02047,0.03674,0.85945,0.10263,0.015578,0.45615
2,0.59042,0.84496,0.65391,0.030976,6.1873e-05,0.93933,0.089225,0.057774,0.41923
2,0.70203,0.85697,0.67199,0.018521,0.0001143,0.89585,0.10365,0.019911,0.44373
2,0.77137,0.63891,0.59337,0.077548,0.0030151,0.88271,0.09956,0.30362,0.4316
2,0.79196,0.55389,0.63925,0.026968,0.00090782,0.69363,0.10775,0.041267,0.40676
2,0.72803,0.86097,0.59789,0.02816,0.00054244,0.86047,0.078584,0.020014,0.41296
2,0.77137,0.83496,0.62583,0.037583,0.054857,0.78969,0.045943,0.2149,0.44373
2,0.76487,0.91998,0.70785,0.057944,0.037145,0.9181,0.088407,0.059012,0.43761
2,0.63918,0.95799,0.64591,0.039315,0.20142,0.91203,0.35434,0.11173,0.47458
2,0.80388,0.84296,0.73593,0.02686,4.6792e-05,0.90495,0.039087,0.085938,0.43164
2,0.74753,0.84596,0.6627,0.04289,0.13664,0.91102,0.095467,0.019499,0.43156
2,0.77354,0.85597,0.69182,0.091303,0.014979,0.83519,0.11798,0.076241,0.4191
2,0.43114,0.90798,0.66492,0.037258,0.00013454,0.92012,0.15584,0.025482,0.47552
2,0.61426,0.86697,0.74647,0.026535,0.00046046,0.6178,0.68382,0.057051,0.43159
2,0.66627,0.83596,0.68922,0.023286,0.0011831,0.90597,0.21314,0.084907,0.43757
2,0.46256,0.991,0.73826,0.047222,0.0024281,0.83215,0.083598,0.15816,0.48073
2,0.77679,0.5839,0.66818,0.048522,0.00071552,0.77654,0.12821,0.09316,0.41921
2,0.22852,0.89297,0.68938,0.018737,4.082e-05,0.93933,0.29397,0.05375,0.46839
2,0.71503,0.71693,0.60956,0.031084,0.0011528,0.83114,0.10058,0.083565,0.40068
2,0.55033,0.82196,0.71045,0.016788,0.00011633,0.92619,0.13333,0.057774,0.47463
2,0.61318,0.83696,0.7142,0.019495,0.00034811,0.91507,0.088305,0.19736,0.49307
2,0.70744,0.86897,0.61548,0.024152,0.0089767,0.84226,0.65722,0.20768,0.43765
2,0.74212,0.94199,0.67161,0.041265,0.0061123,0.87159,0.091272,0.044568,0.47457
2,0.78221,0.87797,0.70667,0.065851,0.0017702,0.85339,0.081961,0.077891,0.46228
2,0.73562,0.86497,0.68799,0.085888,0.021254,0.93327,0.092397,0.057155,0.41911
2,0.65652,0.93598,0.66742,0.01917,0.0063147,0.92012,0.093421,0.050758,0.44382
2,0.66627,0.65092,0.64419,0.032276,0.024392,0.93225,0.1057,0.30156,0.42521
2,0.79629,0.61991,0.62759,0.056536,0.00015378,0.73205,0.09956,0.10554,0.41299
2,0.65652,0.988,0.71681,0.020687,0.0044321,0.82002,0.034994,0.24275,0.43155
2,0.61426,0.87397,0.62972,0.042673,0.0081669,0.94338,0.098537,0.041886,0.41915
2,0.79738,0.77094,0.67199,0.021553,0.00016187,0.90495,0.10468,0.10451,0.41306
2,0.72695,0.84496,0.58458,0.016246,0.0055455,0.91102,0.10263,0.18498,0.4315
2,0.39647,0.91598,0.69429,0.040615,9.9929e-05,0.7634,0.39425,0.34695,0.48064
2,0.61318,0.84696,0.57981,0.021661,0.018724,0.91507,0.050445,0.031982,0.44378
2,0.83097,0.65692,0.66503,0.18336,0.015687,0.60768,0.084723,0.27577,0.43145
