centroid,danceability,energy,loudness,speechiness,    acousticness,instrumental,liveness,valence,tempo
0,0.84722,0.73294,0.73738,0.14871,0.0058086,1.0516e-05,0.14356,0.18911,0.44394
0,0.73562,0.67392,0.70782,0.044839,0.36032,0,0.12002,0.30672,0.46853
0,0.89381,0.63291,0.76379,0.15737,0.023481,0.00034681,0.090658,0.41917,0.50505
0,0.86239,0.44787,0.6876,0.095635,0.0077014,0.00041254,0.081347,0.03095,0.4131
0,0.76596,0.78595,0.76757,0.23535,0.11437,0,0.19574,0.22109,0.4442
0,0.76596,0.41286,0.68933,0.071808,0.036537,0,0.10263,0.19839,0.45587
0,0.71828,0.62791,0.78321,0.18228,0.01012,6.6026e-05,0.064259,0.38615,0.63437
0,0.77787,0.62091,0.72056,0.06011,0.17105,0.1547,0.082063,0.40473,0.55447
0,0.46798,0.48888,0.70218,0.29384,0.058299,0.0001002,0.11389,0.21902,0.7016
0,0.78871,0.39485,0.76096,0.3924,0.28036,1.4156e-05,0.10058,0.11379,0.59195
0,0.70528,0.54089,0.69711,0.13679,0.0021244,0,0.10672,0.37996,0.50523
0,0.73453,0.5709,0.74792,0.13246,0.24291,0,0.28681,0.49139,0.37633
0,0.53299,0.52588,0.65355,0.32525,0.0095738,0,0.12002,0.1076,0.62801
0,0.76812,0.70593,0.73587,0.3599,0.0016487,1.2942e-06,0.095467,0.37481,0.58478
0,0.79521,0.63591,0.69152,0.067692,0.042813,0,0.097514,0.43361,0.4192
0,0.64026,0.5719,0.68886,0.043323,0.023076,0.09454,0.15686,0.16228,0.62761
0,0.90898,0.5749,0.69947,0.35016,0.049898,0,0.251,0.35108,0.51177
0,0.974,0.48688,0.74746,0.43139,0.0012843,6.6431e-06,0.10672,0.091097,0.42559
0,0.61751,0.63191,0.68886,0.27326,0.00018616,0,0.05198,0.22109,0.64104
0,0.81038,0.48287,0.69341,0.47038,0.14575,0,0.090453,0.39131,0.46196
0,0.85155,0.55889,0.6873,0.33066,0.30972,1.7088e-05,0.09956,0.28196,0.41924
0,0.8028,0.42586,0.69207,0.48879,0.023278,0,0.12514,0.04529,0.52881
0,0.70636,0.43586,0.67728,0.093469,0.29858,0,0.10161,0.38409,0.38168
0,0.80713,0.54989,0.70941,0.15954,0.011537,5.7533e-06,0.098537,0.1695,0.58549
0,0.61209,0.39885,0.64342,0.1682,0.10627,0.17594,0.22849,0.048489,0.77037
0,0.74862,0.74594,0.73853,0.12921,0.23887,0,0.091272,0.062519,0.92402
0,0.80063,0.42186,0.67303,0.35449,0.063157,1.4257e-06,0.12923,0.14268,0.79949
0,0.89381,0.6069,0.72431,0.10972,0.15992,0.00023054,0.10979,0.2118,0.46854
0,0.74862,0.45187,0.68536,0.05372,0.1832,3.0233e-05,0.1896,0.20355,0.5981
0,0.85264,0.43186,0.69352,0.51803,0.060627,0,0.13844,0.24688,0.50563
0,0.86022,0.50588,0.69147,0.42814,0.10627,0,0.10468,0.13855,0.51136
0,0.93174,0.5749,0.74962,0.15195,0.024088,0,0.09649,0.15093,0.51798
0,0.73237,0.47887,0.75217,0.3025,0.05506,0,0.22542,0.080883,0.64102
0,0.7237,0.72193,0.77488,0.066609,0.036335,6.4105e-06,0.10263,0.27989,0.48054
0,0.7432,0.32083,0.65002,0.098884,0.056679,0.0022548,0.13742,0.021562,0.50529
0,0.82122,0.70293,0.84005,0.29817,0.016294,1.365e-06,0.28988,0.24894,0.73974
0,0.86889,0.51688,0.72437,0.30792,0.01174,0,0.30625,0.26029,0.52412
0,0.87539,0.44286,0.67525,0.079822,0.019938,0,0.10161,0.24791,0.36995
0,0.74862,0.38185,0.57285,0.28192,0.20243,3.8423e-06,0.11389,0.41298,0.51804
0,0.51349,0.51588,0.7485,0.011697,0.012448,0,0.10161,0.31187,0.6417
0,0.8483,0.46087,0.65805,0.2451,0.0088653,6.997e-05,0.084928,0.27989,0.5057
0,0.52541,0.46887,0.62956,0.021228,0.11741,0.00011426,0.55592,0.019292,0.50579
0,0.90465,0.49988,0.68171,0.21261,0.015991,0.0011223,0.10365,0.049417,0.50544
0,0.6511,0.62491,0.75036,0.032059,0.047772,0,0.048399,0.094192,0.53639
0,0.78221,0.5749,0.66221,0.056861,0.064776,7.1689e-06,0.13026,0.021871,0.93726
0,0.74428,0.53889,0.74442,0.29709,0.14069,0,0.32058,0.3583,0.51103
0,0.61101,0.50988,0.64506,0.35232,0.24089,0,0.12412,0.33663,0.60666
0,0.65652,0.67592,0.74469,0.023936,0.059614,0,0.058017,0.33457,0.5058
0,0.57742,0.31783,0.55171,0.048955,0.19838,0,0.31546,0.065202,0.38208
0,0.98375,0.44587,0.6575,0.041698,0.030667,1.7695e-05,0.11286,0.2541,0.3516
0,0.61318,0.66992,0.64451,0.042781,0.02257,0.13953,0.35537,0.043743,0.53607
0,0.78763,0.75394,0.71251,0.092386,0.38968,0.0008726,0.15788,0.23966,0.38216
0,0.72803,0.35384,0.53527,0.012564,0.24089,0.00010313,0.10263,0.079955,0.33269
0,0.70203,0.49288,0.66109,0.013972,0.056477,0.0013549,0.12105,0.16435,0.50546
0,0.63593,0.56289,0.61403,0.10647,0.048784,0.0057937,0.071012,0.090065,0.62809
0,0.6316,0.5859,0.66273,0.33824,0.32186,0,0.16709,0.16641,0.65363
0,0.50482,0.52188,0.63578,0.010289,0.14069,0.0038726,0.17835,0.2345,0.5362
0,0.65002,0.46487,0.65944,0.025127,0.0088248,0,0.086463,0.12617,0.46258
0,0.61426,0.62891,0.75118,0.25485,0.18522,0,0.34104,0.19426,0.75106
0,0.61643,0.52689,0.52234,0.029784,0.039776,1.8099e-06,0.33081,0.21696,0.59143
0,0.50482,0.52188,0.60655,0.010722,0.0053329,0,0.14151,0.13959,0.51864
0,0.61534,0.67892,0.7783,0.025669,0.11538,0,0.17426,0.22728,0.44341
0,0.63918,0.55489,0.61381,0.13571,0.050505,0.099899,0.49862,0.050861,0.3815
0,0.71286,0.20081,0.50834,0.296,0.065586,0.00042872,0.11593,0.2572,0.6284
0,0.51999,0.46987,0.63665,0.093469,0.025303,0.0012032,0.097514,0.34282,0.90818
0,0.70203,0.51988,0.68437,0.17037,0.13765,2.548e-06,0.09956,0.22212,0.6656
0,0.78546,0.29083,0.58195,0.099968,0.13765,0.006451,0.10058,0.29021,0.61624
0,0.8223,0.39385,0.50034,0.52778,0.067408,0,0.16607,0.19736,0.87548
0,0.6511,0.69993,0.76318,0.28192,0.038359,0.12133,0.09649,0.28402,0.53646
0,0.82772,0.45687,0.6149,0.05437,0.15486,1.2437e-05,0.068045,0.24585,0.36993
0,0.70853,0.46087,0.63369,0.020253,0.0093714,2.0526e-06,0.07797,0.49242,0.44423
0,0.66085,0.5899,0.67925,0.061194,0.15385,0,0.13844,0.27989,0.57283
0,0.7172,0.40386,0.57759,0.1682,0.047266,0,0.059756,0.29434,0.6285
0,0.77137,0.73193,0.75677,0.055453,0.039068,0,0.14151,0.084907,0.75204
0,0.86781,0.50488,0.6612,0.037474,0.049392,0.024975,0.081449,0.23656,0.40057
0,0.61859,0.5739,0.7542,0.020362,0.0024686,0.0014358,0.09956,0.083772,0.41291
0,0.86022,0.5809,0.77893,0.13788,0.014574,0,0.072138,0.2572,0.33323
0,0.67169,0.51588,0.63268,0.051987,0.070849,0,0.074389,0.17569,0.59114
0,0.60342,0.56289,0.67533,0.015488,0.21559,0,0.077151,0.40266,0.62881
0,0.60234,0.54789,0.66435,0.023286,0.0029443,0.0096259,0.094444,0.21799,0.7528
0,0.71395,0.67992,0.69352,0.23968,0.27024,5.4702e-06,0.10979,0.23553,0.62854
0,0.34121,0.35084,0.59992,0.020578,0.099493,6.1375e-06,0.095467,0.059631,0.62662
0,0.62184,0.54889,0.69065,0.26459,0.036234,0,0.11593,0.22315,0.622
0,0.70203,0.5939,0.61992,0.032276,0.14474,2.5076e-05,0.39323,0.35005,0.38196
0,0.60993,0.77194,0.72634,0.014405,0.34413,0,0.10672,0.057877,0.38199
0,0.62943,0.45787,0.68182,0.056861,0.16295,0,0.22439,0.033426,0.50556
0,0.73995,0.63291,0.75225,0.0044406,0.020545,1.1729e-05,0.11184,0.23863,0.40106
0,0.68144,0.71093,0.66602,0.09022,0.18927,4.004e-05,0.119,0.25616,0.69052
0,0.42247,0.55889,0.60285,0.41947,0.24595,0.00013549,0.10672,0.19426,0.67676
0,0.69336,0.64791,0.62704,0.12813,0.0048167,0.00060162,0.37072,0.39131,0.44399
0,0.8949,0.5969,0.7788,0.21694,0.013157,0.25885,0.086156,0.1107,0.38213
0,0.91115,0.32984,0.61466,0.091303,0.014068,0.00033165,0.09649,0.25204,0.52402
0,0.64893,0.37185,0.61507,0.014621,0.20546,0,0.10161,0.17466,0.44387
0,0.93499,0.34284,0.6177,0.1617,0.167,0.010212,0.1057,0.1953,0.3451
0,0.83964,0.5889,0.51834,0.072891,0.018724,0.037715,0.10979,0.012586,0.97443
0,0.88948,0.31583,0.67591,0.048738,0.099898,0.016785,0.09956,0.02084,0.4746
0,0.80171,0.47887,0.6607,0.36857,0.18421,3.4479e-06,0.34309,0.3552,0.63417
0,0.41814,0.48788,0.68886,0.018196,0.18421,0,0.06477,0.2345,0.44439
0,0.62618,0.5729,0.66468,0.013755,0.26214,0,0.065384,0.021768,0.38236
0,0.68686,0.47187,0.65421,0.01408,0.15992,0.0074621,0.27044,0.34592,0.43166
0,0.59692,0.5979,0.73056,0.011047,0.025707,4.8534e-06,0.10672,0.33663,0.6648
0,0.66952,0.48287,0.60293,0.073974,0.044736,0,0.13128,0.29846,0.44368
0,0.79196,0.75594,0.79967,0.028052,0.024898,0,0.1057,0.033529,0.44971
0,0.51782,0.49588,0.64756,0.014188,0.20445,0.060465,0.092397,0.14578,0.50558
0,0.70853,0.49188,0.6801,0.0064984,0.06923,1.8605e-05,0.15379,0.26339,0.87485
0,0.54816,0.5799,0.75014,0.016463,0.012954,0,0.09956,0.04333,0.5616
0,0.69552,0.71193,0.73554,0.046355,0.049594,0,0.12821,0.23656,0.38154
0,0.58175,0.53589,0.6484,0.0083397,0.083501,0,0.11593,0.47075,0.34558
0,0.57092,0.53689,0.5545,0.19095,0.021052,0,0.064156,0.30568,0.62889
0,0.57525,0.5739,0.60838,0.0058486,0.0013046,0.19312,0.10672,0.39028,0.45609
0,0.66844,0.62891,0.7474,0.0027077,0.14372,0,0.079198,0.21283,0.36326
0,0.50699,0.63791,0.65596,0.044298,0.038967,0.00094237,0.066612,0.31497,0.47491
0,0.55358,0.50388,0.6246,0.008123,0.0014362,1.0617e-05,0.10365,0.15506,0.44317
0,0.7302,0.77495,0.70631,0.14762,0.24291,0,0.11286,0.21283,0.39477
0,0.26861,0.38085,0.67218,0.050688,0.2338,0,0.098537,0.08697,0.73342
0,0.41705,0.33184,0.59808,0.013863,0.22571,0.014661,0.10468,0.046322,0.38163
0,0.84397,0.53289,0.65046,0.57327,0.074392,3.4985e-06,0.086565,0.21799,0.50585
0,0.78221,0.40586,0.61348,0.025344,0.17814,0,0.077151,0.13133,0.34527
0,0.59909,0.65792,0.72554,0.01917,0.37146,1.0415e-06,0.092397,0.20149,0.56728
0,0.35096,0.55889,0.65271,0.11188,0.27834,0.00039333,0.084109,0.05148,0.60231
0,0.64785,0.61791,0.62759,0.017762,0.047064,0.00071891,0.25407,0.13546,0.38209
0,0.65327,0.32284,0.54146,0.026427,0.065687,2.2952e-05,0.12207,0.20458,0.62869
0,0.77354,0.5779,0.60603,0.13029,0.055971,1.3246e-05,0.11593,0.4233,0.70269
0,0.88189,0.33384,0.67413,0.32633,0.00081876,0.074823,0.10263,0.15919,0.63121
0,0.34012,0.46787,0.66728,0.066717,0.28644,4.0445e-05,0.10058,0.014856,0.8479
0,0.64568,0.35084,0.51598,0.04668,0.035222,0.00010415,0.077868,0.12824,0.62851
0,0.68252,0.5919,0.59874,0.22994,0.1336,0,0.43416,0.33044,0.71082
0,0.80496,0.5899,0.64134,0.044623,0.036133,0,0.08677,0.29227,0.50527
0,0.67927,0.79495,0.75318,0.057294,0.036031,0,0.093421,0.14371,0.38193
0,0.84505,0.48688,0.75535,0.080147,0.012347,3.3165e-06,0.1364,0.057567,0.38218
0,0.79196,0.67392,0.73858,0.15737,0.018825,1.1325e-05,0.068454,0.35108,0.62876
0,0.77679,0.69193,0.7411,0.3794,0.019837,0.08726,0.07664,0.12514,0.80008
0,0.55141,0.53489,0.62476,0.052096,0.1498,0,0.10468,0.20149,0.51031
0,0.63376,0.49188,0.54223,0.027943,0.00050803,0,0.039394,0.34386,0.38183
0,0.85047,0.38885,0.6046,0.50504,0.023177,0.0027098,0.090556,0.17363,0.44424
0,0.3683,0.52188,0.60805,0.10105,0.23482,1.3953e-05,0.24997,0.34592,0.55402
0,0.62943,0.73394,0.66177,0.15954,0.17814,0,0.17016,0.020633,0.70969
0,0.72261,0.38785,0.73505,0.015488,0.016497,0.00035794,0.18653,0.018054,0.99824
0,0.68036,0.73994,0.72686,0.3664,0.0076609,4.2467e-06,0.35844,0.04137,0.38207
0,0.77462,0.74794,0.71122,0.013538,0.0045333,0.00059757,0.10672,0.048695,0.41896
0,0.42897,0.5909,0.73428,0.42597,0.079554,0,0.046864,0.15712,0.5565
0,0.45173,0.56489,0.58428,0.061735,0.29858,0.074823,0.25714,0.25204,0.53956
0,0.61643,0.68492,0.7122,0.076248,0.16397,0,0.084416,0.024657,0.32149
0,0.87864,0.85196,0.78515,0.031517,0.167,0.040142,0.091374,0.12617,0.9983
0,0.63701,0.5809,0.61493,0.050688,0.23178,6.3498e-06,0.10672,0.10038,0.67737
0,0.62184,0.67792,0.70692,0.037258,0.20951,0,0.13333,0.44083,0.50563
0,0.65002,0.44887,0.6724,0.025019,0.22773,0,0.10263,0.48726,0.59775
0,0.62401,0.47087,0.67769,0.011047,0.036335,0.0003003,0.27044,0.20561,0.66494
0,0.60126,0.60891,0.69207,0.084805,0.15182,1.1527e-06,0.07224,0.45528,0.56705
0,0.60993,0.84996,0.77956,0.89061,0.066801,0,0.087588,0.22934,0.40693
0,0.75404,0.79095,0.76557,0.33716,0.15587,0,0.32058,0.37068,0.50637
0,0.7302,0.67292,0.70042,0.050579,0.18623,0,0.1497,0.14165,0.35753
0,0.61859,0.37485,0.62098,0.018954,0.068015,8.8878e-05,0.090863,0.15816,0.8744
0,0.4929,0.55789,0.60194,0.25051,0.064371,2.821e-06,0.064463,0.23553,0.52326
0,0.68144,0.29483,0.54661,0.069533,0.050809,0.014156,0.19063,0.15712,0.56061
0,0.88623,0.50688,0.77902,0.33499,0.013967,0,0.087588,0.15403,0.51734
0,0.83205,0.20281,0.57255,0.20394,0.0091791,5.9757e-06,0.11593,0.021975,0.87529
0,0.65977,0.45187,0.6732,0.14762,0.0015475,0,0.25816,0.080574,0.60354
0,0.59151,0.72893,0.73335,0.058702,0.18219,0,0.11082,0.31703,0.50432
0,0.7432,0.63791,0.60918,0.54944,0.03593,1.2336e-06,0.11286,0.20974,0.50468
0,0.54925,0.77094,0.66873,0.38157,0.37854,6.4813e-06,0.12719,0.019189,0.60986
0,0.76704,0.62791,0.75365,0.039532,0.052023,0,0.089532,0.38409,0.3823
0,0.76162,0.5909,0.70582,0.23427,0.0071042,0,0.22337,0.37377,0.50535
0,0.85697,0.46887,0.50199,0.25593,0.063663,2.2952e-06,0.17733,0.15403,0.46226
0,0.9209,0.6039,0.64109,0.27109,0.027023,0.0026188,0.10263,0.33973,0.47344
0,0.78546,0.32784,0.46939,0.48771,0.049493,1.0819e-05,0.063542,0.21593,0.56673
0,0.59801,0.51488,0.6847,0.042348,0.0073673,0.00016582,0.11082,0.21387,0.62879
0,0.62835,0.52989,0.69117,0.058594,0.26822,0.31143,0.098537,0.20149,0.62136
0,0.65327,0.5809,0.68426,0.033792,0.10121,0,0.14561,0.34695,0.56702
0,0.56658,0.6069,0.68936,0.033792,0.042104,0.00070172,0.15891,0.21593,0.59753
0,0.65652,0.41986,0.7783,0.013863,0.028946,0.0010819,0.10365,0.054369,0.74671
0,0.48749,0.52488,0.64287,0.024911,0.042205,2.548e-06,0.21518,0.31394,0.62971
0,0.57092,0.65392,0.60819,0.032276,0.13866,0,0.10058,0.17879,0.69619
0,0.67277,0.61091,0.7004,0.072349,0.32895,0.0014661,0.10365,0.023832,0.61614
0,0.60884,0.43986,0.62449,0.011264,0.10931,0.0061274,0.25407,0.017538,0.44381
0,0.58392,0.66192,0.72324,0.018737,0.029351,5.0253e-05,0.10775,0.46972,0.6408
0,0.59909,0.72093,0.7276,0.019062,0.12146,9.0799e-06,0.09956,0.41917,0.53061
0,0.59909,0.68192,0.74831,0.071808,0.3917,1.7492e-05,0.10468,0.11998,0.65336
0,0.73453,0.55689,0.6775,0.058161,0.018218,0.095248,0.21928,0.40576,0.64716
